prod_name,prc_before_dsc,prc_after_dsc,dsc_percentage,prod_review
ADIDAS Adilette Aqua Slides,1.0,1.0,39.0,5.0
American Eagle AE Classic Polo Shirt,2.0,600.0,72.0,1.0
Defacto Fall In Love Empty Cup Non-Padding Strapless Basic Bra,,594.0,,
"Dosh Fresh Scented Shower Gel, Deep Moistruzing - 600ml",84.0,53.0,37.0,4.5
Eva Smokers Mouth Wash with Menthol 250 ml,130.0,93.0,28.0,4.6
Private Maxi Normal Pads - 8 Pcs,36.0,25.0,29.0,4.1
ADIDAS Grand Court Base 2.0 Shoes,4.0,2.0,44.0,5.0
Carina Pack Of Girly Stretch Pantyhose - Soft & Durable Tights,165.0,111.0,33.0,3.5
Kids Sofico Shampoo & Conditioner for Curly Hair 300ML,150.0,88.0,41.0,3.9
Gipsy 500 Sheet Soft Facial Tissues Set of 6,242.0,169.0,30.0,4.8
American Eagle Pique Polo Shirt,2.0,1.0,30.0,4.5
Decathlon Xbase 100 Kids Swimming Goggles - Clear Lenses - Yellow,,349.0,,
Luna Lip Moist (Men Care) with Vitamin B5 & Panthenol - 3.5 gm,50.0,35.0,30.0,4.7
"American Eagle AE Flex 8"" Lived-In Linen-Blend Trekker Short",3.0,990.0,70.0,5.0
Decathlon KALENJI DRY Men's Breathable Running T-Shirt - Black,,469.0,,
Defacto cto Woman Paperbag Woven Bottom Trousers,2.0,658.0,76.0,3.0
Tie Shop Chi Chi – Crepe Chiffon  - Multicolors - Free Size,575.0,230.0,60.0,5.0
Sparkle Extra Hair Oil for Dry Hair - 200 ML,74.0,53.0,28.0,4.5
Eva Skin Care Senses Hand Scrub Summer Twist 50 Ml,83.0,59.0,29.0,5.0
Sparkle Shampoo Split Ends 350 Ml,,78.0,,
Bebe Medium Baby Diapers Size 3 - 40 Pcs,242.0,169.0,30.0,3.8
Defacto Girl Regular Fit Crew Neck Anime Printed T-Shirt,249.0,169.0,32.0,5.0
Carina Cookies Seamless Bralette,220.0,167.0,24.0,4.2
Defacto Sergio Regular Fit Normal Waist Straight Leg Jeans,999.0,949.0,5.0,5.0
Carina Pack Of 5 Colored Bikini Panties,465.0,323.0,31.0,4.5
ADIDAS Train Essentials Feelready Training T-Shirt-CGREEN/WHITE,1.0,1.0,40.0,4.8
"TRIO PRO Liquid Hand Soap, Flowers - 500 ml",78.0,54.0,30.0,4.4
Decathlon Men's Breathable Crew Neck Essential Fitness T-Shirt - Mottled Grey,509.0,349.0,31.0,1.0
Bebe Small Baby Diapers Size 2 - 40 Pcs,211.0,147.0,30.0,3.9
Defacto cto Girls Regular Fit Short Sleeve Homewear Knitted Pyjamas,799.0,730.0,62.0,5.0
American Eagle AE Super Soft Icon T-Shirt,1.0,840.0,48.0,4.0
Kiddy Stretch Medium Diapers Size 3 - 32 Pcs,264.0,185.0,30.0,4.0
Maxell Toilet Cleaner Oxygen Power - 700ml,111.0,72.0,35.0,4.3
Kiddy Sensitive 56 Wet wipes,143.0,49.0,66.0,5.0
Luna Air Breathable Nail Polish Luna - 10 Ml - No. 7,90.0,45.0,50.0,3.9
Lazord Granite Frying Pan Set 3 Piece 18 - 22 - 26 Cm Black,1.0,889.0,19.0,4.4
Diva Liquid Hand Wash – Ultra Guard – 500ml,90.0,63.0,30.0,3.9
El Shalal Dishwashing Liquid With Lemon Scent- 3.2 Kg,140.0,110.0,21.0,4.3
Carina Pack Of 5 Colored Full Brief Panties,585.0,413.0,29.0,4.8
ADIDAS MERCEDES - AMG PETRONAS FORMULA ONE TEAM ULTIMASHOW 2.0 SHOES JUNIOR,3.0,1.0,43.0,4.3
Feba Liquid Dish Cleaner With Green Lime Scent - 2kg,124.0,83.0,33.0,4.3
Defacto Relax Fit Crew Neck Patterned Viscose Kimono,799.0,599.0,25.0,4.5
American Eagle AE Sunchaser Knit Tie Shoulder Maxi Dress,3.0,1.0,72.0,5.0
Defacto Slim Fit Crew Neck Basic Ribbed T-Shirt,399.0,379.0,5.0,5.0
L'Oreal Paris eal Paris Ambition Hyaluron Plump Ambition Lip Oil – Cristal Clear 101,680.0,459.0,33.0,5.0
Toshiba GR-RU312WE-DMN(37H)  - DF Deep Freezer Upright 238L (Satin Grey) Ref/DF Convertible - Fast Cooling/Fast Freezing,32.0,27.0,15.0,4.0
Carina Cookies Seamless Bralette,220.0,167.0,24.0,3.0
Luna Nail Polish Remover Blue Berry 100 ML - Non-Toxic and Effective,55.0,25.0,55.0,4.1
CLOROX Disinfecting Wipes Fresh - Pack of 40 Wipes,75.0,68.0,9.0,4.5
CLOROX Disinfecting Wipes Fresh Scent - 20 Wipes,40.0,36.0,10.0,4.5
Samsung 75 Inch TV Crystal Processor 4K LED - Titan Gray - UA75U8000FUXEG [2025 Model],46.0,34.0,26.0,1.0
Velveta Fabric Softener & Freshener Gel - Romance Scent - 1 L,128.0,89.0,30.0,4.2
ADIDAS IDAS Essentials Big Logo Boyfriend T-Shirt - Black/White,1.0,1.0,40.0,5.0
Avuva Floral Body Bundle – 253ml – 2 PCs,343.0,218.0,36.0,4.1
ADIDAS  Deportivo III Turf Soccer Shoes Kids Black-JH9117,,1.0,,
Rivoli White Shower Gel - 3 L,389.0,259.0,33.0,4.6
Sherosa Shampoo Caffein 350 Ml,81.0,58.0,28.0,4.1
Luna 3D Tan Control Bronzing Powder  - No 1,270.0,175.0,35.0,4.5
Renol Floral Fresh Bleach for Colored Clothes - 1 kg,60.0,35.0,42.0,4.1
Relax Adult Diaper Medium - 24 Pack for Comfortable Wear,496.0,347.0,30.0,4.3
ADIDAS Cloudfoam Move Sock Shoes,3.0,2.0,44.0,5.0
Brix Brix Toilet cleaner Black 700ML,120.0,89.0,26.0,4.5
Kiddy Stretch XL Diapers Size 5 - 28 Pcs,264.0,159.0,40.0,4.1
Skechers Go Walk Max Sneakers - Navy,8.0,3.0,54.0,4.6
Sanita Scented Rose Trash Bags 55x50 - 25 Bags,93.0,65.0,30.0,4.3
Defacto Crew Neck Striped Short Sleeve T-Shirt,,513.0,,
American Eagle Polo Shirt,1.0,640.0,60.0,4.3
ADIDAS IDAS Train Essentials Feelready Training T-Shirt,1.0,1.0,40.0,5.0
Luna Mono 3D Eye Shadow - 4.5 Gm - No 105,150.0,89.0,41.0,4.1
ADIDAS ADIDAS LOUNGE PIZZA GRAPHIC T-SHIRT-CGREEN,1.0,1.0,40.0,4.7
Glassy Glass & Window Cleaner 500ml + 100ml Refill With Apple Scent,42.0,28.0,33.0,4.6
Care & More Body Lotion with Tropical Fruits Scent - 150 ml,107.0,75.0,30.0,4.5
Carina Woman White Cotton Thin Strap Top - Essential Casual Wear,285.0,213.0,25.0,4.8
Renol Hand Soap - 500gm + 2 Hand Soap Refill,180.0,163.0,9.0,3.4
Aqua Touch Musk Air Freshener - 460ml,75.0,48.0,36.0,4.0
American Eagle AE Polo Shirt,1.0,480.0,70.0,5.0
Bigen Hair Color - No. 58 - Black Brown,125.0,89.0,29.0,4.1
Carina (Cookies) Cotton Round Neck Top - Stylish Women's Cotton Top,275.0,216.0,21.0,4.8
Avuva Pomegranate Body Splash for Women – 253 ml,205.0,131.0,36.0,4.3
Man-zone Extra Strong Hold Invisible Fiber Gel – 175 ML,89.0,50.0,44.0,4.4
Maxell Anti Bacterial Disinfectant Surfaces Hygiene Cleanser - 700 Ml,96.0,67.0,30.0,4.5
Defacto Regular Fit Crew Neck Short Sleeve T-Shirt,,474.0,,
American Eagle AE Long-Sleeve Linen-Blend Button-Up Shirt,3.0,1.0,70.0,4.0
Desert Women's Fashion Sneakers – Stylish Basic Design,679.0,289.0,57.0,4.0
ADIDAS LUT47 Adilette Comfort Swim Sandals/Slippers - Legend Ink,3.0,1.0,64.0,4.2
White Flexi 500 Tissues Large 3 Ply - Pack of 6,275.0,205.0,26.0,4.6
Avuva Shower Gel Pomegranate 253ML,157.0,110.0,30.0,4.0
ADIDAS Hoops 4.0 Shoes Kids,3.0,2.0,44.0,4.7
ADIDAS IDAS Supernova Ease Shoes,6.0,3.0,45.0,4.1
Bigen Bigen Hair Color - No.47,125.0,89.0,29.0,4.7
White Duplex Extra Soft Tissues - 550 Tissues - 3 Ply,90.0,68.0,24.0,4.2
ADIDAS VL Court Base Shoes,4.0,2.0,44.0,4.5
Sanita Multipurpose Aluminum Foil - 60 m,372.0,260.0,30.0,4.2
ADIDAS Breaknet Sleek Shoes,4.0,2.0,44.0,5.0
Avuva Vanilla Marshmallow Hand & Body Lotion – 63ml,91.0,58.0,37.0,3.9
Carina Basic Microfiber Hot Short,235.0,170.0,28.0,3.0
American Eagle Mixed Media Knit Midi Dress,,1.0,,
Maxell Kitchen Cleaner - 700ml,154.0,85.0,45.0,4.4
CLOROX 5x1 Disinfecting Household Cleaner Lavender 700ML,60.0,54.0,10.0,4.5
Defacto Oversize Fit Long Sleeve Pocket Sweatshirt,,849.0,,
Defacto Regular Fit Trousers,,644.0,,
American Eagle Poolside Linen-Blend Button-Up Shirt,3.0,990.0,70.0,4.8
L'Oreal Paris eal Paris Ambition Hyaluron Plump Ambition Lip Oil – Milky Nu 201,680.0,459.0,33.0,5.0
Infinity Foot Scrub Sea Salt Lavender & Peppermint Essential Oils <br /> 200 gm,240.0,176.0,27.0,4.2
Avuva Vanilla Marshmallow Body Scrub – 200gm,257.0,164.0,36.0,4.3
American Eagle Slim Fit Pique Polo Shirt,2.0,1.0,30.0,4.6
Velveta Stain Remover Spray – 700ml,187.0,94.0,50.0,4.1
Carina Fruity Rash Guard Swimsuit,1.0,600.0,42.0,4.0
Eva Skin Care Senses Body Splash - Spring Lilies 240 Ml,259.0,183.0,29.0,3.6
Superkids Curly Refreshing Hair Spray 250 ml,140.0,104.0,26.0,4.3
Man Look Wet Hair Gel 250 gm (Special Offer),53.0,41.0,23.0,4.3
ADIDAS Barreda Decode Shoes Kids,3.0,2.0,44.0,4.3
ADIDAS Barreda Shoes,5.0,3.0,45.0,5.0
ADIDAS IDAS Tlrd Impact Training High Support Bra - Black,3.0,2.0,43.0,4.9
Kiddy Small Baby Diapers Size 2 - 40 Pcs,264.0,185.0,30.0,4.0
Sanita Paper Cups - 9 Oz - 50 Cups,118.0,82.0,30.0,4.5
Defacto Carrot Fit High Waist Jeans,1.0,1.0,13.0,5.0
Luna Professional Nail Spa Matte Top Coat,110.0,39.0,65.0,3.7
ADIDAS Barreda Shoes,5.0,3.0,45.0,5.0
Freshdays Daily Comfort Scented Normal PantyLiners - 24 Pads,123.0,86.0,30.0,4.5
American Eagle AE Next Level High-Waisted Kick Bootcut Crop Jean,4.0,1.0,74.0,5.0
Btc  10g Silver Ingot,,1.0,,
American Eagle Linen-Blend Sweater Polo Shirt,3.0,900.0,70.0,2.0
Eva Hair Clinic Keratin Leave In Cream 200 ml,141.0,108.0,23.0,4.1
American Eagle Super High-Waisted Ankle Straight Jean,4.0,1.0,65.0,5.0
Fema Powdered Dish Detergent – 1Kg,51.0,33.0,35.0,4.3
Defacto Oversiz Fit Crew Neck Back Printed T-Shirt,599.0,509.0,15.0,5.0
Desert Sportive Lace-Up Sneakers for Women,589.0,249.0,58.0,4.1
Avuva Floral Body Splash – For Women – 253ml,205.0,131.0,36.0,4.2
Infinity Eyebrow Enhancing Serum 8 ml,190.0,140.0,26.0,4.2
Private Private Cotton Anti-Allergenic Feminine Super Folded Pads With Wings - 18 Pads,98.0,68.0,31.0,4.3
Defacto Regular Fit Pocketed Straight Leg Chino Pants,,849.0,,
Decathlon Cotton Fitness Leggings Salto - Black,819.0,579.0,29.0,4.5
ADIDAS Hoops 4.0 Shoes,4.0,2.0,47.0,4.4
Luna Professional Nail Spa - Instant Dry Dropper - 10 Ml,135.0,65.0,52.0,3.9
Vebix Mystic Deodorant Roll-On for Women – 50ml,66.0,46.0,30.0,3.9
"American Eagle AE Flex 8"" Lived-In Linen-Blend Trekker Short",3.0,990.0,70.0,2.5
Care & More Facial Tоner for oily skin (aloe vera) 150 ml,107.0,59.0,45.0,4.3
Testa Toro M1 Men’s Suede Sneaker with Memory Foam – Lightweight & Stylish Everyday Shoe,679.0,589.0,13.0,4.1
Infinity Treato Serum SPF30 - 120ml Hair Serum for All Hair Types,360.0,221.0,39.0,4.2
Carina  Cookies Bralette,175.0,126.0,28.0,4.7
American Eagle Poolside Tropical Button-Up Shirt,3.0,700.0,79.0,5.0
Glysolid Shower and Care – Classic – 300ml,101.0,71.0,30.0,4.4
"Baby Sofico Sofiko Baby Lotion with Vitamin E and Argan Oil, 200ml",155.0,99.0,36.0,4.3
ADIDAS ADIDAS DBF18 Adissage Swim Sandals/Slippers - Core Black,2.0,1.0,52.0,4.3
Man-zone Gel Replacement Tube Wet Look -125Ml,71.0,50.0,30.0,4.4
Skechers SKECH-AIR DYNAMIGHT-149758-BBK LACE UP Sneakers  - BLACK BLACK,5.0,2.0,49.0,4.9
Velveta Concentrated Fabric Softener – Freshness - 400 ML,97.0,61.0,37.0,4.5
Maxell Toilet Cleaner - Apple Scent - 500ml,79.0,46.0,42.0,4.2
Eva Sun & Sea Kids Sunscreen Lotion SPF +50 (200 Ml),353.0,254.0,28.0,4.6
Avuva Shower Gel Floral 253 ML,157.0,100.0,36.0,4.5
Luna Air Matte Nail Polish Halal 10 ml - No. 80,90.0,45.0,50.0,3.6
ADIDAS Barreda Shoes,5.0,2.0,47.0,5.0
Eva Skin Care Glycerin Soap with Lemon for Oily and Sensitive Skin - 120g,61.0,43.0,30.0,4.3
Defacto cto Man Slim Fit Short Sleeve Knitted T-Shirt - Black,799.0,268.0,66.0,4.0
American Eagle AE Linen-Blend Puff Sleeve Tie Back Midi Dress,3.0,1.0,72.0,3.3
Zik Air Freshener - Amalya - 460ml,65.0,39.0,40.0,4.1
Cybele Desire Lipstick Pencil - No. 14 Caramel Nude,250.0,175.0,30.0,3.8
Maxell Waves Spray AirFreshener - Oud - 475ml,104.0,51.0,51.0,4.3
Private Extra Thin Cotton Feminine Pad - Super Size - 8 Pads,59.0,41.0,31.0,4.5
Maxell Waves Spray AirFreshner - Luxury - 475ml,104.0,73.0,30.0,4.3
Aqua Touch Touch Black Stone 460 ml,75.0,52.0,30.0,4.6
Sanita White Facial Tissue - 300 Tissues,49.0,30.0,39.0,4.2
Maxell Spray Aluminum & Glass Cleaner - 700ml,89.0,62.0,30.0,4.5
CLOROX 5x1 Disinfecting Household Cleaner Lavender 400ML,33.0,28.0,15.0,4.8
Drakon Invisible Touch SPF 50+ Sunscreen Spray - 200 ML (2 PCs),499.0,428.0,14.0,4.0
White Floor Wet Wipes Swift + Mop,665.0,456.0,31.0,4.5
Infinity Top Hair Treatment Ampoules – 8 Ampoules 10 ml,600.0,332.0,45.0,3.8
Eva Eva Skin Clinic Anti-Ageing Collagen Toner 200 Ml,235.0,187.0,20.0,4.4
Renol Hand Soap - Arabian Oud - 3.2KG,260.0,199.0,23.0,4.1
Seropipe Hair Dropper 10 ml,455.0,339.0,25.0,4.5
ADIDAS IDAS Vl Court 3.0 Shoes,5.0,3.0,45.0,4.6
Sparkle Shower Gel With Fresh Bouquet 300 Ml,74.0,50.0,32.0,4.0
Frida Floor 5*1 Lemon Scent - 4 Litres,250.0,175.0,30.0,4.3
American Eagle AE Stretch High-Waisted Stovepipe Crop Jean,4.0,1.0,70.0,4.8
"Sunsilk Collagen Blends sulfate free Mask, Moisture Bomb with Collagen & Hyaluronic acid, for instant hydration & 72 hr frizz control, 220ml",225.0,145.0,36.0,4.7
CLOROX Disinfecting Wipes Citrus - Pack of 40 Wipes,75.0,68.0,9.0,4.3
Nike Court Vision Lo Be Mens Footwear,9.0,4.0,54.0,3.4
Eva Eva Skin care Body Lotion Tropical 240 Ml,141.0,103.0,27.0,4.1
Fresh ESK17154 - Stainless Steel Kettle - 1.7 Liters,1.0,829.0,25.0,3.9
Moroccan Gold Moroccan Soap with Argan Oil Extract - 250 Gm + Moroccan Miami Loofah,300.0,210.0,30.0,4.6
American Eagle AE Oversized Logo Graphic T-Shirt,2.0,900.0,55.0,5.0
Frida Frida Floor floral 2L New,142.0,91.0,36.0,4.4
Care & More Lip Balm Original - 4 GM,48.0,33.0,30.0,4.1
Defacto Relax Fit Terry Cotton Long Sleeve Tunic,1.0,1.0,14.0,5.0
American Eagle Ne(x)t Level High-Waisted Jegging,3.0,990.0,70.0,5.0
Defacto Woman Basic 3 piece Cotton Babet Socks,199.0,161.0,19.0,5.0
Carina Women's Black Cotton Basic Plain Legging – Everyday Essential,435.0,340.0,22.0,4.2
American Eagle AE Everyday Luxe Relaxed T-Shirt,1.0,400.0,78.0,4.0
ADIDAS IDAS Gtf02 Swim Footwear Sandals/Slippers - Black,2.0,1.0,55.0,4.8
American Eagle AE Stretch Barrel Pant,3.0,1.0,70.0,5.0
ADIDAS ADIDAS Duramo Sl 2 Running Shoes,4.0,2.0,46.0,4.5
Defacto Relax Fit Denim Jacket,,1.0,,
"Testa Toro X7 Essential Shoe Padded With Foam, Crafted From Leather And Microfiber Fabric",459.0,349.0,24.0,3.9
Defacto Boy Crew Neck Basic Short Sleeve T-Shirt,299.0,254.0,15.0,5.0
American Eagle AE DORM/SLEEPWEAR,3.0,900.0,70.0,5.0
Velveta Automatic Laundry Detergent Gel for Colored Clothes – 1.5 L,235.0,124.0,47.0,4.1
Azha Retinol Serum to Reduce Skin Wrinkles 30ml,349.0,295.0,15.0,3.9
ADIDAS Barreda Shoes,,2.0,,
Eva One Hair Removal Cream Enriched With Lanolin For Normal Skin 40 gm,28.0,20.0,29.0,3.7
L'Oreal Paris L'Oreal Paris Elvive Mask Full Resist - Anti Hair Fall 300ml,410.0,299.0,27.0,4.3
Defacto Regular Fit Cotton Tank Top,,256.0,,
Velveta Fabric Softener – Extra Mild Scent – 2 Kg,229.0,142.0,38.0,4.6
Carina Detachable Arm Sleeves – Stylish and Breathable Coverage,115.0,68.0,41.0,5.0
Fiancee Body Wash with Retinol - 400ML,60.0,39.0,35.0,4.3
Kamena Hair Pro Conditioner Argan - 500 ml,148.0,99.0,33.0,3.7
ADIDAS IDAS ID3888 Advantage Base 2.0 Shoes Kids,4.0,1.0,63.0,4.5
Superkids Baby Shampoo 200 ml,150.0,99.0,34.0,3.9
Eva Optimum Care Recipe Hydrating Blend Lotion - Berries Scent 370ml,206.0,150.0,27.0,3.4
"Sunsilk Collagen Blends Sulfate Free Super Conditioner - Bye Bye Hair Fall with Collagen & Ceramide, 170ml",170.0,95.0,44.0,4.6
Tola Baby Shampoo 80 Ml,80.0,65.0,19.0,4.2
ADIDAS IDAS LUT47 Adilette Comfort Swim Sandals/Slippers - Core Black,3.0,1.0,59.0,4.4
ADIDAS Multi Essentials 1/2 Zip Fleece Jacket,2.0,1.0,42.0,5.0
Defacto Mesh Lined Short Length Striped Swim Shorts,799.0,599.0,25.0,5.0
Samsung Galaxy A56 Dual SIM 5G 128GB/8GB 6.7 inches Mobile phone - Awesome Graphite,22.0,20.0,9.0,4.0
Molped Molped Ultra - Fresh & Comfort - Single Pack - Long - 7 Pads,43.0,32.0,26.0,3.9
Zik Air Freshener - Pink Cashmere - 460ml,65.0,39.0,40.0,4.1
Cybele Rich Cream Lip Stick - No. 133 Pinkish Beige,210.0,149.0,29.0,4.2
ADIDAS IDAS IG8736 Copa Pure 2 Club Turf Boots Kids,2.0,1.0,44.0,4.5
Defacto Cotton Boxy Fit Crew Neck Back Printed T-Shirt,,479.0,,
Bigen Bigen Hair Color - No.56,125.0,89.0,29.0,4.3
Defacto Men's Cotton 3-pack Sneaker Socks,249.0,179.0,28.0,5.0
Luna Air Breathable Nail Polish No. 27 - 10 ml,90.0,45.0,50.0,4.8
Club 220 Sheet Toilet Tissue - 6 Soft Rolls for Gentle Care,99.0,69.0,30.0,4.7
Defacto Slım Fıt Bisiklet Yaka Basıc Düz Fitilli Kaşkorse Kısa Kollu Tişört,,374.0,,
Nike Defyallday Laced Shoes - Black,6.0,4.0,41.0,4.7
Sanita Heavy-Duty Garbage Bags 90x70 - 40 Bags 1KG,207.0,145.0,30.0,4.2
Defacto Boy Flexible Waist Shorts,,299.0,,
"Testa Toro Q2 A Walking And Everyday Shoe Made With Mixed Materials, Featuring A Balanced Design And An Elevated Sole",699.0,519.0,26.0,4.3
ADIDAS IDAS Essentials Linear Cotton Leggings Sportswear Tights - Black,1.0,1.0,39.0,5.0
Bigen Bigen Hair Color - No. 76,125.0,89.0,29.0,4.8
Sanita Gipsy Facial Tissue - 550 Tissues - 3 Pieces,143.0,100.0,30.0,4.5
Luna Air Breathable Nail Polish Luna 10 Ml - No. 31,90.0,45.0,50.0,4.3
Baby Sofico Baby 2-in-1 Shampoo & Conditioner for Cradle Cap From Day One 300ML,155.0,99.0,36.0,3.6
Maxell Spray Bathroom Cleaner - 700ml,154.0,107.0,30.0,4.5
ADIDAS ADIDAS Train Essentials Training Feelready 3-Stripes T-Shirt,2.0,1.0,41.0,4.8
American Eagle AE Sunchaser Knit High-Waisted Pant,,800.0,,
Avuva Shower Gel Passion Fruit 253 ML,157.0,100.0,36.0,3.6
Eva Eva Skin Clinic White Pearl Sheet Mask ( 3 Sheet Masks ),118.0,84.0,28.0,4.7
Oxi Softener - Lavender - 2 Litres,241.0,130.0,46.0,4.4
"American Eagle 8"" Swim Trunk",3.0,800.0,76.0,5.0
Defacto Slim Fit Short Sleeve Cotton Basic Polo Shirt,699.0,514.0,26.0,4.5
Maxell All Purpose Cleaners Oxygen Power - 700ml,154.0,81.0,47.0,4.3
Defacto Girl Crop Short Sleeve Linen Shirt,,458.0,,
Defacto Woman Faux Leather Jean Belt,399.0,379.0,5.0,5.0
Defacto Regular Fit Shirt Collar Long Sleeve Tunic,799.0,705.0,12.0,4.0
Velveta Concentrated Fabric Softener – Elegance - 400 ML,97.0,52.0,46.0,4.5
Defacto 3 Pack Seamless Socks,199.0,169.0,15.0,3.3
Defacto Removable Cups Padded Invisible Bra,,493.0,,
ADIDAS IDAS Men Golf Culture Graphic T-Shirt -Black,,1.0,,
Testa Toro M1 Men’s Suede Sneaker with Memory Foam – Lightweight & Stylish Everyday Shoe,679.0,589.0,13.0,3.8
"NIVEA MEN Shaving Foam with Fresh & Cool Mint Extracts, 200ml",260.0,219.0,16.0,4.5
Carina Pack Of 3 Girly Colored Briefs,335.0,195.0,42.0,3.7
ADIDAS IDAS ESSENTIALS LINEAR COTTON LEGGINGS-GRESTR/WHITE,,1.0,,
Cybele Smooth N'Wear Powder Blush No. 4 Bois De Rose,275.0,195.0,29.0,3.9
Defacto Regular Fit Crew Neck Long Sleeve Blouse,1.0,955.0,36.0,4.8
ADIDAS Duramo SL Shoes Kids,3.0,1.0,43.0,4.2
Nike W Mc Trainer 3 Womens Footwear,11.0,5.0,56.0,5.0
ADIDAS LKK08 Tensaur Sport 2.0 K Running Shoes - Core Black,2.0,1.0,43.0,4.6
CLOROX Clothes Stain Remover and Color Booster 500ml,150.0,105.0,30.0,4.2
Testa Toro X12 Luxury Shoes - Minimalist Design for Everyday Wear,608.0,519.0,15.0,4.7
Adults Diapers - 36 Pcs,744.0,521.0,30.0,4.1
American Eagle AirFlex+ TENCEL™ Fibers Original Straight Jean,4.0,1.0,65.0,3.0
American Eagle Mixed Media Knit Midi Dress,4.0,1.0,70.0,1.0
Avuva Sweet Rose 100g,35.0,23.0,35.0,4.0
Care & More Petroleum jelly for intensive care with coconut - 100 Ml,78.0,54.0,30.0,4.5
American Eagle V-Neck T-Shirt,1.0,420.0,74.0,4.5
Defacto New Regular Fit V-Neck T-Shirt,399.0,305.0,24.0,4.3
American Eagle AE Slim Fit Everyday Oxford.,3.0,2.0,30.0,5.0
American Eagle AE Stretch Super High-Waisted Ripped Ankle Straight Jean,4.0,1.0,70.0,5.0
Diva Elegance Shower Gel - 1 Litre,166.0,88.0,47.0,4.7
American Eagle AE Stretch Barrel Pant,3.0,1.0,70.0,4.3
Carina Long Sleeves Cotton Top - Black,435.0,340.0,22.0,4.9
White Flexi 400 Tissues Medium 3 Ply - Pack of 6,242.0,154.0,36.0,5.0
Skechers Bobs Infinity Sneakers - Navy,8.0,3.0,54.0,3.7
Care & More Body Lotion with Coconut 150 ml,107.0,75.0,30.0,4.2
Toshiba AW-UK1100HUPEG(SK) - Washing Machine TL 11KG UFB - Great Waves ( Silver).,17.0,15.0,15.0,4.8
Luna Nail Polish Lacquer Luna 10 Ml - No. 602,80.0,39.0,51.0,4.4
Avuva Disposable Razors for Men – 5 PCs,96.0,67.0,30.0,4.4
ADIDAS IDAS VL Court 3.0 Shoes - White,5.0,3.0,45.0,4.5
ADIDAS Grand Court TD Lifestyle Court Casual Shoes,4.0,2.0,45.0,3.0
Carina Microfiber Wireless Bra - Rose,195.0,136.0,30.0,4.3
Defacto 90's Wide Leg High Waist Straight Leg Jeans,1.0,1.0,13.0,5.0
Velveta Fabric Softener & Freshener Gel - Freshness Scent - 1 L,128.0,67.0,48.0,4.2
CLOROX 5x1 Disinfecting Household Cleaner Lavender 3L,175.0,159.0,9.0,4.4
Carina Woman White Microfiber Seamless Legging,435.0,340.0,22.0,5.0
Feba Plus Oxygen Power All Purpose Cleaners Liquid - 600gm,60.0,39.0,35.0,4.0
ADIDAS IDAS Essentials 3-Stripes Boyfriend T-Shirt,1.0,1.0,40.0,5.0
Defacto Slim Fit Turtleneck Knitwear Pullover,,599.0,,
ADIDAS Train Essentials Training Feelready 3-Stripes T-Shirt,2.0,1.0,42.0,5.0
HOHO HO-8825 1.8 L Glass - 1500 W,,600.0,,
White Wet Wipes Swift - 30 XL Wipes - N/A,84.0,58.0,31.0,4.5
American Eagle AE Next Level Low-Rise Kick Bootcut Jean,4.0,1.0,67.0,5.0
"Eva Eva Advanced Care Clinic Kids’ Curls Curl Defining Conditioner For Wavy, Curly, And Coily Hair 230 Ml",147.0,106.0,28.0,4.1
Avuva Vanilla Marshmallow Body Butter – 192ML,243.0,170.0,30.0,4.2
Alba Pharma AZHA ROLL ON - Triple Oud 1+1 60ml,450.0,355.0,21.0,3.8
Brix Brix Toilet cleaner blue 700ML,120.0,89.0,26.0,4.6
Sparkle Shower Gel With Berries+Vanilla 300 Ml,74.0,50.0,32.0,3.8
Lazord Granite Milk Pot With Stainless Steel Lid - 14cm - Black,504.0,410.0,19.0,4.3
Skechers Summits Sneakers - Black Black,7.0,3.0,54.0,5.0
Bobai Tanning Oil 220 ml,,185.0,,
Nike W Court Vision Lo Nn Womens Footwear,9.0,4.0,55.0,4.9
Luna Lipstick 7/11 Long Lasting - No. L87,,195.0,,
Decathlon Aquashoes 100 for Adults - Grey,,639.0,,
Defacto Baby Boy Regular Fit Crew Neck Color Block T-Shirt,,305.0,,
Molped Ultra - Fresh & Comfort - Eco Pack - Long - 24 Pads,129.0,87.0,33.0,4.5
Renol Hand Soap - Pretty Women - 500 gm,65.0,35.0,46.0,3.8
Decathlon Fold-Down Cardio Fitness Bag - 30L - Black,,819.0,,
Nike Tanjun Go Bg Sneakers,5.0,2.0,53.0,4.3
Kids Sofico Sofiko Argan and Jojoba Cream - 200ml,180.0,116.0,36.0,4.4
American Eagle AE Poolside Linen-Blend Button-Up Shirt,3.0,990.0,70.0,4.0
Testa Toro X13 Luxury Shoe - Crafted with Formula Leather and Double-faced Tanned Leather,608.0,519.0,15.0,3.8
American Eagle Sunchaser Knit Smocked Bodice Midi Dress,3.0,1.0,70.0,4.5
Familia Facial Tissue PE Multipack 3 Ply - 500 Sheets x 6 Packs,223.0,167.0,25.0,4.5
Molped Total Protection Maxi Thick Pads for Heavy Flow - 6 Pads + 1 Free - Long,43.0,29.0,33.0,4.1
Carina Stretch Short Length Socks,85.0,43.0,49.0,4.0
CLOROX Multipurpose Cleaner Spray 500ML,120.0,105.0,13.0,4.5
Carina Viscose Solid Pattern Dress,935.0,540.0,42.0,4.0
ADIDAS IDAS Advantage 2.0 Shoes,5.0,3.0,47.0,5.0
